,game,model,experiment,episode,metric,value
16225,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Request Success Ratio,1.0
16226,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Aborted,0.0
16227,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Success,0.0
16228,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Lose,1.0
16229,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Main Score,0.0
16230,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Repetition-Guesser,0.0
16231,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_7,Repetition-Describer,0.0
16232,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Violated Request Count,0.0
16233,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Parsed Request Count,3.0
16234,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Request Count,3.0
16235,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Request Success Ratio,1.0
16236,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Aborted,0.0
16237,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Success,0.0
16238,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Lose,1.0
16239,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Main Score,0.0
16240,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Repetition-Guesser,0.0
16241,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_8,Repetition-Describer,0.0
16242,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Violated Request Count,0.0
16243,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Parsed Request Count,1.0
16244,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Request Count,1.0
16245,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Request Success Ratio,1.0
16246,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Aborted,0.0
16247,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Success,0.0
16248,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Lose,1.0
16249,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Main Score,0.0
16250,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Repetition-Guesser,0.0
16251,taboo,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,2_low_en,episode_9,Repetition-Describer,0.0
16252,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Aborted,1.0
16253,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Lose,0.0
16254,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Success,0.0
16255,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Request Count,4.0
16256,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Parsed Request Count,1.0
16257,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Violated Request Count,3.0
16258,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Request Success Ratio,0.25
16259,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,Main Score,
16260,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,repeats guess,
16261,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_0,total guess repetitions,
16262,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Aborted,0.0
16263,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Lose,1.0
16264,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Success,0.0
16265,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Request Count,7.0
16266,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Parsed Request Count,6.0
16267,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Violated Request Count,1.0
16268,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Request Success Ratio,0.86
16269,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,Main Score,0.0
16270,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,repeats guess,1.0
16271,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_1,total guess repetitions,5.0
16272,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Aborted,1.0
16273,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Lose,0.0
16274,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Success,0.0
16275,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Request Count,4.0
16276,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Parsed Request Count,1.0
16277,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Violated Request Count,3.0
16278,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Request Success Ratio,0.25
16279,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,Main Score,
16280,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,repeats guess,
16281,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_2,total guess repetitions,
16282,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Aborted,1.0
16283,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Lose,0.0
16284,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Success,0.0
16285,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Request Count,4.0
16286,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,1.0
16287,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,3.0
16288,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,0.25
16289,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,Main Score,
16290,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,repeats guess,
16291,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,
16292,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Aborted,1.0
16293,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Lose,0.0
16294,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Success,0.0
16295,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Request Count,4.0
16296,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Parsed Request Count,1.0
16297,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Violated Request Count,3.0
16298,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Request Success Ratio,0.25
16299,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,Main Score,
16300,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,repeats guess,
16301,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_4,total guess repetitions,
16302,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Aborted,1.0
16303,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Lose,0.0
16304,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Success,0.0
16305,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Request Count,4.0
16306,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Parsed Request Count,1.0
16307,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Violated Request Count,3.0
16308,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Request Success Ratio,0.25
16309,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,Main Score,
16310,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,repeats guess,
16311,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_5,total guess repetitions,
16312,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Aborted,1.0
16313,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Lose,0.0
16314,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Success,0.0
16315,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Request Count,4.0
16316,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Parsed Request Count,1.0
16317,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Violated Request Count,3.0
16318,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Request Success Ratio,0.25
16319,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,Main Score,
16320,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,repeats guess,
16321,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_6,total guess repetitions,
16322,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Aborted,1.0
16323,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Lose,0.0
16324,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Success,0.0
16325,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Request Count,4.0
16326,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Parsed Request Count,1.0
16327,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Violated Request Count,3.0
16328,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Request Success Ratio,0.25
16329,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,Main Score,
16330,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,repeats guess,
16331,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_7,total guess repetitions,
16332,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Aborted,1.0
16333,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Lose,0.0
16334,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Success,0.0
16335,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Request Count,4.0
16336,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Parsed Request Count,1.0
16337,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Violated Request Count,3.0
16338,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Request Success Ratio,0.25
16339,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,Main Score,
16340,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,repeats guess,
16341,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_8,total guess repetitions,
16342,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Aborted,1.0
16343,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Lose,0.0
16344,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Success,0.0
16345,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Request Count,4.0
16346,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Parsed Request Count,1.0
16347,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Violated Request Count,3.0
16348,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Request Success Ratio,0.25
16349,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,Main Score,
16350,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,repeats guess,
16351,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,0_high_frequency_words_no_clue_no_critic,episode_9,total guess repetitions,
16352,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Aborted,1.0
16353,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Lose,0.0
16354,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Success,0.0
16355,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Request Count,4.0
16356,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Parsed Request Count,1.0
16357,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Violated Request Count,3.0
16358,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Request Success Ratio,0.25
16359,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,Main Score,
16360,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,repeats guess,
16361,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_0,total guess repetitions,
16362,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Aborted,1.0
16363,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Lose,0.0
16364,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Success,0.0
16365,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Request Count,7.0
16366,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Parsed Request Count,2.0
16367,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Violated Request Count,5.0
16368,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Request Success Ratio,0.29
16369,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,Main Score,
16370,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,repeats guess,
16371,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_1,total guess repetitions,
16372,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Aborted,1.0
16373,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Lose,0.0
16374,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Success,0.0
16375,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Count,4.0
16376,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Parsed Request Count,1.0
16377,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Violated Request Count,3.0
16378,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Success Ratio,0.25
16379,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,Main Score,
16380,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,repeats guess,
16381,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_10,total guess repetitions,
16382,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_11,Aborted,1.0
16383,wordle,Pharia-1-LLM-7B-control-hf-t0.0--Pharia-1-LLM-7B-control-hf-t0.0,1_medium_frequency_words_no_clue_no_critic,episode_11,Lose,0.0
